condition,scenario,planner,k_samples,episodes,successes,success_rate,success_wilson_low,success_wilson_high,final_distance_mean,cost_mean,control_ms_mean,control_ms_p95,collision_mean
gain_1p2,box_align_detour,soppi_fast,128,30,0,0.0,0.0,0.11351339317396876,0.3062814,2.9805043333333336,1.6648636666666665,1.6739085,0.0
gain_1p2,box_align_detour,soppi_fast,256,30,0,0.0,0.0,0.11351339317396876,0.30117653333333333,2.885381,1.7484556666666669,1.777984,0.0
gain_1p2,box_align_detour,soppi_fast,512,30,0,0.0,0.0,0.11351339317396876,0.30136583333333333,2.8767696666666667,1.9487463333333332,1.9594615000000002,0.0
gain_1p2,box_align_strict,diff_mppi_1,128,30,24,0.8,0.6269430358685175,0.9049489282271013,0.3006440666666667,5.189710666666667,0.8669211666666666,0.89567485,0.0
gain_1p2,box_align_strict,diff_mppi_1,256,30,27,0.9,0.7437891742081593,0.9654001112526658,0.2770924,3.6031923333333333,0.8807302,0.8958841,0.0
gain_1p2,box_align_strict,diff_mppi_1,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.2750736,3.0671163333333333,0.9266860666666666,0.9485079000000001,0.0
gain_1p2,box_align_strict,diff_mppi_3,128,30,27,0.9,0.7437891742081593,0.9654001112526658,0.2967622,4.958867,2.4669456666666667,2.526051,0.0
gain_1p2,box_align_strict,diff_mppi_3,256,30,30,1.0,0.8864866068260312,0.9999999999999999,0.27212359999999997,3.4281953333333335,2.472369666666667,2.5143649999999997,0.0
gain_1p2,box_align_strict,diff_mppi_3,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.2737084,2.9888373333333336,2.497530666666667,2.5568665,0.0
gain_1p2,box_align_strict,mppi,128,30,5,0.16666666666666666,0.0733654237184855,0.3356435050641603,0.33529386666666666,6.144951333333334,0.09302234666666667,0.09920009499999999,0.0
gain_1p2,box_align_strict,mppi,256,30,8,0.26666666666666666,0.14182663319596317,0.4444796169518888,0.2899654333333333,4.536610666666666,0.09911268666666667,0.10766945,0.0
gain_1p2,box_align_strict,mppi,512,30,10,0.3333333333333333,0.19230498083676134,0.5121994835545616,0.28692083333333335,4.090273,0.1345679,0.1411599,0.0
