condition,scenario,planner,baseline,k_samples,paired_episodes,success_delta,success_delta_ci_low,success_delta_ci_high,final_distance_delta,final_distance_delta_ci_low,final_distance_delta_ci_high,candidate_only_successes,baseline_only_successes,mcnemar_p,mcnemar_holm_p
hard_mu_0p2,box_align_strict,soppi_fast,mppi,256,30,0.1,-0.1,0.3,-0.0019263999999999976,-0.01069468166666667,0.006864898333333325,7,4,0.548828125,1.0
hard_mu_0p2,box_align_strict,diff_mppi_3,mppi,512,30,0.23333333333333334,0.1,0.4,-0.029178833333333338,-0.04012455666666666,-0.01868151083333333,7,0,0.015625,1.0
hard_mu_0p2,box_align_strict,soppi_fast,mppi,512,30,0.13333333333333333,-0.03333333333333333,0.3,-0.0076698333333333315,-0.016729528333333323,0.0011189308333333287,6,2,0.2890625,1.0
hard_mu_0p2,box_swivel,diff_mppi_3,mppi,128,30,0.16666666666666666,0.0,0.3333333333333333,-0.0054167666666666645,-0.00984637916666666,-0.0013667383333333355,6,1,0.125,1.0
hard_mu_0p2,box_swivel,soppi_fast,mppi,128,30,-0.06666666666666667,-0.16666666666666666,0.0,-0.009351033333333333,-0.025941168333333337,0.0018583924999999984,0,2,0.5,1.0
hard_mu_0p2,box_swivel,diff_mppi_3,mppi,256,30,0.36666666666666664,0.16666666666666666,0.5666666666666667,-0.0078781,-0.012248162500000001,-0.0036755825000000042,12,1,0.00341796875,1.0
hard_mu_0p2,box_swivel,soppi_fast,mppi,256,30,0.2,0.0,0.4,-0.013103099999999998,-0.030443603333333333,-0.002225129166666668,8,2,0.109375,1.0
hard_mu_0p2,box_swivel,diff_mppi_3,mppi,512,30,0.5666666666666667,0.4,0.7333333333333333,-0.01250516666666667,-0.01529662583333333,-0.009765605000000002,17,0,1.52587890625e-05,0.0051422119140625
hard_mu_0p2,box_swivel,soppi_fast,mppi,512,30,0.23333333333333334,0.1,0.4,-0.007237300000000001,-0.010593541666666664,-0.003983954166666671,7,0,0.015625,1.0
hard_mu_0p6,box_align_contact_arc,diff_mppi_3,mppi,128,30,0.26666666666666666,0.03333333333333333,0.5,-0.06421450333333334,-0.09567155825,-0.032750069250000007,12,4,0.076812744140625,1.0
hard_mu_0p6,box_align_contact_arc,soppi_fast,mppi,128,30,0.13333333333333333,-0.1,0.36666666666666664,-0.02702707333333334,-0.061949122666666676,0.00948129066666665,8,4,0.3876953125,1.0
hard_mu_0p6,box_align_contact_arc,diff_mppi_3,mppi,256,30,0.26666666666666666,0.0,0.5333333333333333,-0.04088073333333333,-0.0717115775,-0.011555853333333374,13,5,0.09625244140625,1.0
hard_mu_0p6,box_align_contact_arc,soppi_fast,mppi,256,30,0.06666666666666667,-0.16666666666666666,0.3,-0.00782786666666667,-0.03223255416666667,0.015644533333333308,8,6,0.79052734375,1.0
hard_mu_0p6,box_align_contact_arc,diff_mppi_3,mppi,512,30,0.6,0.43333333333333335,0.7666666666666667,-0.05219053333333333,-0.07149433749999998,-0.03423399416666667,18,0,7.62939453125e-06,0.00260162353515625
hard_mu_0p6,box_align_contact_arc,soppi_fast,mppi,512,30,0.16666666666666666,0.0,0.36666666666666664,-0.004573766666666665,-0.025053283333333332,0.016861859166666646,7,2,0.1796875,1.0
hard_mu_0p6,box_align_contact_loss,diff_mppi_3,mppi,128,30,0.4,0.16666666666666666,0.6333333333333333,-0.07357926666666666,-0.12043898583333333,-0.033089922499999994,15,3,0.007537841796875,1.0
hard_mu_0p6,box_align_contact_loss,soppi_fast,mppi,128,30,0.23333333333333334,-0.03333333333333333,0.5,-0.05313816666666667,-0.10908891416666666,-0.003864345833333356,13,6,0.1670684814453125,1.0
hard_mu_0p6,box_align_contact_loss,diff_mppi_3,mppi,256,30,0.36666666666666664,0.13333333333333333,0.5666666666666667,-0.06918353333333334,-0.09557519833333336,-0.040806098333333346,13,2,0.00738525390625,1.0
hard_mu_0p6,box_align_contact_loss,soppi_fast,mppi,256,30,0.1,-0.16666666666666666,0.3333333333333333,-0.016919933333333335,-0.04920562583333333,0.016521026666666626,9,6,0.60723876953125,1.0
hard_mu_0p6,box_align_contact_loss,diff_mppi_3,mppi,512,30,0.5666666666666667,0.36666666666666664,0.7666666666666667,-0.0828419,-0.11212497583333332,-0.05413957250000002,18,1,7.62939453125e-05,0.0251007080078125
hard_mu_0p6,box_align_contact_loss,soppi_fast,mppi,512,30,0.16666666666666666,-0.03333333333333333,0.36666666666666664,-0.03130796666666666,-0.058698645833333334,-0.004612905833333338,8,3,0.2265625,1.0
hard_mu_0p6,box_align_detour,diff_mppi_3,mppi,128,30,0.0,0.0,0.0,-0.028600766666666666,-0.055056780833333326,-0.001716760000000004,0,0,1.0,1.0
hard_mu_0p6,box_align_detour,soppi_fast,mppi,128,30,0.0,0.0,0.0,0.0111867,-0.014823282499999998,0.03820665583333331,0,0,1.0,1.0
hard_mu_0p6,box_align_detour,diff_mppi_3,mppi,256,30,0.0,0.0,0.0,-0.03774323333333332,-0.07663005916666665,-0.0033338616666666646,0,0,1.0,1.0
hard_mu_0p6,box_align_detour,soppi_fast,mppi,256,30,0.0,0.0,0.0,-0.008497633333333327,-0.03543221083333333,0.01883739333333328,0,0,1.0,1.0
hard_mu_0p6,box_align_detour,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,-0.02072143333333333,-0.04939795583333334,0.00499788833333331,0,0,1.0,1.0
hard_mu_0p6,box_align_detour,soppi_fast,mppi,512,30,0.0,0.0,0.0,-0.023916313333333338,-0.08741616583333334,0.018260553333333335,0,0,1.0,1.0
hard_mu_0p6,box_align_strict,diff_mppi_3,mppi,128,30,0.3333333333333333,0.16666666666666666,0.5,-0.09249500999999999,-0.14329980774999998,-0.05260922308333339,10,0,0.001953125,0.58984375
hard_mu_0p6,box_align_strict,soppi_fast,mppi,128,30,0.13333333333333333,-0.03333333333333333,0.3,-0.04770676666666666,-0.10933028916666666,0.004873384166666653,6,2,0.2890625,1.0
hard_mu_0p6,box_align_strict,diff_mppi_3,mppi,256,30,0.3333333333333333,0.06666666666666667,0.5666666666666667,-0.06971351666666667,-0.10001653416666666,-0.03987175791666667,14,4,0.0308837890625,1.0
hard_mu_0p6,box_align_strict,soppi_fast,mppi,256,30,0.2,0.0,0.4,-0.02264203333333333,-0.053029295000000004,0.007892264166666654,9,3,0.14599609375,1.0
hard_mu_0p6,box_align_strict,diff_mppi_3,mppi,512,30,0.4666666666666667,0.3,0.6333333333333333,-0.07014296666666667,-0.09139748333333333,-0.04840659500000001,14,0,0.0001220703125,0.039794921875
hard_mu_0p6,box_align_strict,soppi_fast,mppi,512,30,0.26666666666666666,0.03333333333333333,0.4666666666666667,-0.027347100000000003,-0.053975932500000004,0.002794288333333307,11,3,0.057373046875,1.0
hard_mu_0p6,box_swivel,diff_mppi_3,mppi,128,30,0.0,0.0,0.0,0.01293416666666667,0.002057836666666671,0.023866551666666663,0,0,1.0,1.0
hard_mu_0p6,box_swivel,soppi_fast,mppi,128,30,-0.03333333333333333,-0.1,0.0,0.010886300000000005,-0.0027794691666666546,0.02303974666666667,0,1,1.0,1.0
hard_mu_0p6,box_swivel,diff_mppi_3,mppi,256,30,0.0,0.0,0.0,0.008790866666666668,0.0008902116666666606,0.01674657166666666,0,0,1.0,1.0
hard_mu_0p6,box_swivel,soppi_fast,mppi,256,30,0.0,0.0,0.0,-0.0011487333333333293,-0.01662491833333333,0.011624224166666667,0,0,1.0,1.0
hard_mu_0p6,box_swivel,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,0.004802333333333342,-0.0008553824999999959,0.010597490000000003,0,0,1.0,1.0
hard_mu_0p6,box_swivel,soppi_fast,mppi,512,30,0.0,0.0,0.0,0.0007124333333333436,-0.005915202499999991,0.007019733333333339,0,0,1.0,1.0
hard_mu_1p0,box_align_contact_arc,diff_mppi_3,mppi,128,30,0.13333333333333333,-0.13333333333333333,0.36666666666666664,-0.0007287333333333395,-0.0817472075,0.10789309916666666,9,5,0.4239501953125,1.0
hard_mu_1p0,box_align_contact_arc,soppi_fast,mppi,128,30,0.13333333333333333,-0.1,0.3333333333333333,-0.00842776666666667,-0.059101716666666665,0.04633184166666664,8,4,0.3876953125,1.0
hard_mu_1p0,box_align_contact_arc,diff_mppi_3,mppi,256,30,0.2,-0.03333333333333333,0.4666666666666667,-0.08355566666666665,-0.13793612666666666,-0.030935990000000017,11,5,0.210113525390625,1.0
hard_mu_1p0,box_align_contact_arc,soppi_fast,mppi,256,30,-0.03333333333333333,-0.23333333333333334,0.16666666666666666,-0.0324626,-0.08851664833333334,0.013076510833333329,5,6,1.0,1.0
hard_mu_1p0,box_align_contact_arc,diff_mppi_3,mppi,512,30,0.5,0.3,0.7,-0.07840263333333333,-0.10898114,-0.04922979916666667,16,1,0.000274658203125,0.087066650390625
hard_mu_1p0,box_align_contact_arc,soppi_fast,mppi,512,30,0.23333333333333334,0.0,0.43333333333333335,-0.023140633333333334,-0.05417848333333333,0.007685681666666648,10,3,0.09228515625,1.0
hard_mu_1p0,box_align_contact_loss,diff_mppi_3,mppi,128,30,0.4,0.13333333333333333,0.6333333333333333,-0.07880936666666667,-0.12526095750000002,-0.03016582250000008,16,4,0.01181793212890625,1.0
hard_mu_1p0,box_align_contact_loss,soppi_fast,mppi,128,30,0.13333333333333333,-0.13333333333333333,0.4,-0.00648856666666667,-0.07092121333333333,0.0606241725,11,7,0.480682373046875,1.0
hard_mu_1p0,box_align_contact_loss,diff_mppi_3,mppi,256,30,0.3,0.03333333333333333,0.5666666666666667,-0.0899686,-0.1327646991666667,-0.04613775666666669,14,5,0.063568115234375,1.0
hard_mu_1p0,box_align_contact_loss,soppi_fast,mppi,256,30,0.13333333333333333,-0.13333333333333333,0.4,-0.029201433333333335,-0.07811894250000001,0.02094717999999996,12,8,0.5034446716308594,1.0
hard_mu_1p0,box_align_contact_loss,diff_mppi_3,mppi,512,30,0.5,0.3,0.7,-0.10912196666666667,-0.14939582416666666,-0.0691399883333334,16,1,0.000274658203125,0.087066650390625
hard_mu_1p0,box_align_contact_loss,soppi_fast,mppi,512,30,0.16666666666666666,0.0,0.3333333333333333,-0.044755133333333336,-0.08332007916666666,-0.007225370000000006,6,1,0.125,1.0
hard_mu_1p0,box_align_detour,diff_mppi_3,mppi,128,30,0.0,0.0,0.0,0.0273952,-0.00618954833333334,0.06010132916666663,0,0,1.0,1.0
hard_mu_1p0,box_align_detour,soppi_fast,mppi,128,30,0.0,0.0,0.0,0.024183966666666664,-0.008007721666666655,0.0555955333333333,0,0,1.0,1.0
hard_mu_1p0,box_align_detour,diff_mppi_3,mppi,256,30,0.0,0.0,0.0,-0.0032095666666666542,-0.044919780833333325,0.038603970833333244,0,0,1.0,1.0
hard_mu_1p0,box_align_detour,soppi_fast,mppi,256,30,0.0,0.0,0.0,0.0041861,-0.025446699999999996,0.03484956333333333,0,0,1.0,1.0
hard_mu_1p0,box_align_detour,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,-0.010611633333333337,-0.03549396666666667,0.013979593333333283,0,0,1.0,1.0
hard_mu_1p0,box_align_detour,soppi_fast,mppi,512,30,0.0,0.0,0.0,0.004018066666666664,-0.021842485833333345,0.029561686666666653,0,0,1.0,1.0
hard_mu_1p0,box_align_strict,diff_mppi_3,mppi,128,30,0.43333333333333335,0.26666666666666666,0.6,-0.13315168,-0.19249682158333334,-0.08516875466666667,13,0,0.000244140625,0.078369140625
hard_mu_1p0,box_align_strict,soppi_fast,mppi,128,30,0.26666666666666666,0.06666666666666667,0.4666666666666667,-0.06643533333333333,-0.12202349416666665,-0.014561220000000137,10,2,0.03857421875,1.0
hard_mu_1p0,box_align_strict,diff_mppi_3,mppi,256,30,0.2,0.0,0.4,-0.07837344333333333,-0.1187006945,-0.04081194833333335,9,3,0.14599609375,1.0
hard_mu_1p0,box_align_strict,soppi_fast,mppi,256,30,0.06666666666666667,-0.13333333333333333,0.26666666666666666,-0.02915513333333333,-0.07252507999999999,0.011490064999999999,6,4,0.75390625,1.0
hard_mu_1p0,box_align_strict,diff_mppi_3,mppi,512,30,0.4,0.2,0.6,-0.08649377333333333,-0.11590735833333335,-0.0563305466666667,13,1,0.0018310546875,0.560302734375
hard_mu_1p0,box_align_strict,soppi_fast,mppi,512,30,0.26666666666666666,0.06666666666666667,0.4666666666666667,-0.03814839999999999,-0.07108407583333333,-0.001632170833333365,10,2,0.03857421875,1.0
hard_mu_1p0,box_swivel,diff_mppi_3,mppi,128,30,0.0,0.0,0.0,0.017147,0.0008618141666666701,0.032398471666666664,0,0,1.0,1.0
hard_mu_1p0,box_swivel,soppi_fast,mppi,128,30,-0.03333333333333333,-0.1,0.0,0.0074468000000000025,-0.010165204999999997,0.0232669575,0,1,1.0,1.0
hard_mu_1p0,box_swivel,diff_mppi_3,mppi,256,30,0.0,0.0,0.0,0.016238200000000005,0.005461842500000003,0.027933226666666675,0,0,1.0,1.0
hard_mu_1p0,box_swivel,soppi_fast,mppi,256,30,0.0,0.0,0.0,0.0107435,-0.005914995833333332,0.026106944999999996,0,0,1.0,1.0
hard_mu_1p0,box_swivel,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,0.022910200000000006,0.014226709166666665,0.0316389975,0,0,1.0,1.0
hard_mu_1p0,box_swivel,soppi_fast,mppi,512,30,0.0,0.0,0.0,0.009126200000000006,9.776916666667447e-05,0.0178382,0,0,1.0,1.0
nominal,box_align_contact_arc,diff_mppi_3,mppi,128,30,0.06666666666666667,0.0,0.16666666666666666,-0.003694266666666668,-0.005432156666666669,-0.002065267499999999,2,0,0.5,1.0
nominal,box_align_contact_arc,soppi_fast,mppi,128,30,0.1,0.0,0.23333333333333334,-0.0025797666666666588,-0.003951319166666656,-0.0012838066666666654,3,0,0.25,1.0
nominal,box_align_contact_arc,diff_mppi_3,mppi,256,30,0.0,0.0,0.0,-0.00428913333333333,-0.005659184166666658,-0.0029085549999999993,0,0,1.0,1.0
nominal,box_align_contact_arc,soppi_fast,mppi,256,30,0.0,0.0,0.0,-0.0014658999999999922,-0.0025802933333333245,-0.00046226166666665146,0,0,1.0,1.0
nominal,box_align_contact_arc,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,-0.005056766666666675,-0.0063176116666666775,-0.0037651608333333403,0,0,1.0,1.0
nominal,box_align_contact_arc,soppi_fast,mppi,512,30,0.0,0.0,0.0,-0.0019034666666666736,-0.0027539400000000033,-0.001048992500000011,0,0,1.0,1.0
nominal,box_align_contact_loss,diff_mppi_3,mppi,128,30,0.3333333333333333,0.16666666666666666,0.5,-0.00885016666666667,-0.012303906666666664,-0.005604445833333343,10,0,0.001953125,0.58984375
nominal,box_align_contact_loss,soppi_fast,mppi,128,30,0.13333333333333333,0.0,0.3,-0.0028415000000000024,-0.0062350125000000005,0.0005317308333333238,5,1,0.21875,1.0
nominal,box_align_contact_loss,diff_mppi_3,mppi,256,30,0.6,0.43333333333333335,0.7666666666666667,-0.010302066666666665,-0.012709371666666665,-0.008051954166666663,18,0,7.62939453125e-06,0.00260162353515625
nominal,box_align_contact_loss,soppi_fast,mppi,256,30,0.5333333333333333,0.3333333333333333,0.7,-0.0056528,-0.007785280000000004,-0.003717258333333337,16,0,3.0517578125e-05,0.01019287109375
nominal,box_align_contact_loss,diff_mppi_3,mppi,512,30,0.5666666666666667,0.4,0.7333333333333333,-0.009829366666666664,-0.012581558333333335,-0.007249548333333328,17,0,1.52587890625e-05,0.0051422119140625
nominal,box_align_contact_loss,soppi_fast,mppi,512,30,0.43333333333333335,0.26666666666666666,0.6,-0.005937866666666669,-0.007854723333333341,-0.004117494999999994,13,0,0.000244140625,0.078369140625
nominal,box_align_detour,diff_mppi_3,mppi,128,30,0.0,0.0,0.0,-0.029724566666666667,-0.03495367583333332,-0.024375515,0,0,1.0,1.0
nominal,box_align_detour,soppi_fast,mppi,128,30,0.0,0.0,0.0,-0.011610666666666665,-0.015713570833333333,-0.0075919308333333374,0,0,1.0,1.0
nominal,box_align_detour,diff_mppi_3,mppi,256,30,0.03333333333333333,0.0,0.1,-0.037337800000000004,-0.041650789166666674,-0.03288110500000002,1,0,1.0,1.0
nominal,box_align_detour,soppi_fast,mppi,256,30,0.0,0.0,0.0,-0.012107133333333332,-0.014906669999999997,-0.009147034166666665,0,0,1.0,1.0
nominal,box_align_detour,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,-0.04111273333333334,-0.044244173333333324,-0.038119752500000006,0,0,1.0,1.0
nominal,box_align_detour,soppi_fast,mppi,512,30,0.0,0.0,0.0,-0.015145666666666661,-0.01656730499999999,-0.013715186666666662,0,0,1.0,1.0
nominal,box_align_strict,diff_mppi_3,mppi,128,30,0.5,0.3333333333333333,0.6666666666666666,-0.03227976666666667,-0.076023405,-0.00856686083333334,15,0,6.103515625e-05,0.02020263671875
nominal,box_align_strict,soppi_fast,mppi,128,30,0.3333333333333333,0.16666666666666666,0.5,-0.04664756666666667,-0.11025502333333333,-0.0030085583333333346,10,0,0.001953125,0.58984375
nominal,box_align_strict,diff_mppi_3,mppi,256,30,0.2,0.06666666666666667,0.3333333333333333,-0.012706399999999998,-0.016214559166666663,-0.00942139416666667,6,0,0.03125,1.0
nominal,box_align_strict,soppi_fast,mppi,256,30,0.16666666666666666,0.0,0.3333333333333333,-0.005019266666666666,-0.0072291399999999985,-0.002972722500000005,6,1,0.125,1.0
nominal,box_align_strict,diff_mppi_3,mppi,512,30,0.16666666666666666,0.03333333333333333,0.3,-0.007496566666666667,-0.01045000666666667,-0.004595907500000004,5,0,0.0625,1.0
nominal,box_align_strict,soppi_fast,mppi,512,30,0.16666666666666666,0.03333333333333333,0.3,-0.0022137000000000016,-0.0035809724999999863,-0.0008970208333333431,5,0,0.0625,1.0
nominal,box_swivel,diff_mppi_3,mppi,128,30,0.03333333333333333,0.0,0.1,-0.003807033333333332,-0.005965226666666668,-0.0018056658333333385,1,0,1.0,1.0
nominal,box_swivel,soppi_fast,mppi,128,30,0.06666666666666667,0.0,0.16666666666666666,-0.009846966666666667,-0.02617404833333333,-0.0008280949999999994,2,0,0.5,1.0
nominal,box_swivel,diff_mppi_3,mppi,256,30,0.0,0.0,0.0,-0.001690466666666666,-0.0035714008333333352,-1.2151666666670225e-05,0,0,1.0,1.0
nominal,box_swivel,soppi_fast,mppi,256,30,0.03333333333333333,0.0,0.1,-0.009415599999999998,-0.026122834166666664,-0.0002990316666666634,1,0,1.0,1.0
nominal,box_swivel,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,-0.002381833333333333,-0.004562035833333332,-0.0001426741666666646,0,0,1.0,1.0
nominal,box_swivel,soppi_fast,mppi,512,30,0.0,0.0,0.0,-0.0016894333333333353,-0.0033723283333333353,0.00012839999999999705,0,0,1.0,1.0
size_0p9,box_align_contact_arc,diff_mppi_3,mppi,128,30,0.06666666666666667,0.0,0.16666666666666666,-0.003514533333333338,-0.005115183333333332,-0.0019421266666666765,2,0,0.5,1.0
size_0p9,box_align_contact_arc,soppi_fast,mppi,128,30,0.06666666666666667,0.0,0.16666666666666666,-0.00208176666666667,-0.0032641050000000015,-0.0009445508333333444,2,0,0.5,1.0
size_0p9,box_align_contact_arc,diff_mppi_3,mppi,256,30,0.0,0.0,0.0,-0.003377466666666671,-0.004802380833333336,-0.0020800333333333377,0,0,1.0,1.0
size_0p9,box_align_contact_arc,soppi_fast,mppi,256,30,0.0,0.0,0.0,-0.0009171000000000022,-0.0016484358333333242,-0.00023380500000000582,0,0,1.0,1.0
size_0p9,box_align_contact_arc,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,-0.003970233333333325,-0.005009411666666654,-0.0029087699999999937,0,0,1.0,1.0
size_0p9,box_align_contact_arc,soppi_fast,mppi,512,30,0.0,0.0,0.0,-0.0011891000000000022,-0.0017772716666666687,-0.0006030183333333327,0,0,1.0,1.0
size_0p9,box_align_contact_loss,diff_mppi_3,mppi,128,30,0.6333333333333333,0.4666666666666667,0.8,-0.0077252333333333294,-0.010175919999999996,-0.005497582499999997,19,0,3.814697265625e-06,0.001312255859375
size_0p9,box_align_contact_loss,soppi_fast,mppi,128,30,0.4,0.2,0.6,-0.004265133333333332,-0.006284495000000004,-0.0023014324999999967,14,2,0.004180908203125,1.0
size_0p9,box_align_contact_loss,diff_mppi_3,mppi,256,30,0.6333333333333333,0.4666666666666667,0.8,-0.010691566666666668,-0.013518609166666667,-0.007992089166666671,19,0,3.814697265625e-06,0.001312255859375
size_0p9,box_align_contact_loss,soppi_fast,mppi,256,30,0.4,0.2,0.6,-0.004852399999999999,-0.006552621666666666,-0.0032151066666666673,13,1,0.0018310546875,0.560302734375
size_0p9,box_align_contact_loss,diff_mppi_3,mppi,512,30,0.6666666666666666,0.5,0.8333333333333334,-0.008657433333333334,-0.010430634999999997,-0.0070339350000000085,20,0,1.9073486328125e-06,0.0006694793701171875
size_0p9,box_align_contact_loss,soppi_fast,mppi,512,30,0.6,0.43333333333333335,0.7666666666666667,-0.00580346666666667,-0.00759725083333334,-0.0042153933333333275,18,0,7.62939453125e-06,0.00260162353515625
size_0p9,box_align_detour,diff_mppi_3,mppi,128,30,0.0,0.0,0.0,-0.029439333333333335,-0.034663750833333326,-0.02452503750000001,0,0,1.0,1.0
size_0p9,box_align_detour,soppi_fast,mppi,128,30,0.0,0.0,0.0,-0.012064700000000005,-0.015762153333333338,-0.008422746666666672,0,0,1.0,1.0
size_0p9,box_align_detour,diff_mppi_3,mppi,256,30,0.0,0.0,0.0,-0.038658766666666664,-0.04310143166666666,-0.034322210000000006,0,0,1.0,1.0
size_0p9,box_align_detour,soppi_fast,mppi,256,30,0.0,0.0,0.0,-0.012693633333333336,-0.014573281666666668,-0.010746690833333341,0,0,1.0,1.0
size_0p9,box_align_detour,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,-0.04091873333333333,-0.04334831666666668,-0.03854488166666666,0,0,1.0,1.0
size_0p9,box_align_detour,soppi_fast,mppi,512,30,0.0,0.0,0.0,-0.014020300000000003,-0.01567806166666667,-0.012353723333333328,0,0,1.0,1.0
size_0p9,box_align_strict,diff_mppi_3,mppi,128,30,0.4,0.23333333333333334,0.5666666666666667,-0.029374400000000002,-0.07308662083333331,-0.006159031666666668,12,0,0.00048828125,0.15380859375
size_0p9,box_align_strict,soppi_fast,mppi,128,30,0.36666666666666664,0.16666666666666666,0.5666666666666667,-0.0459802,-0.110589665,-0.0020012483333333355,12,1,0.00341796875,1.0
size_0p9,box_align_strict,diff_mppi_3,mppi,256,30,0.36666666666666664,0.2,0.5333333333333333,-0.009194333333333322,-0.011866042499999993,-0.006665104166666652,11,0,0.0009765625,0.302734375
size_0p9,box_align_strict,soppi_fast,mppi,256,30,0.3,0.1,0.5,-0.002732466666666659,-0.004785561666666659,-0.0007385433333333324,10,1,0.01171875,1.0
size_0p9,box_align_strict,diff_mppi_3,mppi,512,30,0.36666666666666664,0.2,0.5666666666666667,-0.009220766666666677,-0.01234419500000001,-0.006477949166666676,11,0,0.0009765625,0.302734375
size_0p9,box_align_strict,soppi_fast,mppi,512,30,0.3,0.1,0.5,-0.0030150666666666696,-0.004672553333333342,-0.001486639166666658,11,2,0.0224609375,1.0
size_0p9,box_swivel,diff_mppi_3,mppi,128,30,0.03333333333333333,0.0,0.1,-0.006180833333333331,-0.009621054166666665,-0.0035131608333333316,1,0,1.0,1.0
size_0p9,box_swivel,soppi_fast,mppi,128,30,0.06666666666666667,0.0,0.16666666666666666,-0.012808399999999998,-0.029981287499999995,-0.0025813016666666657,2,0,0.5,1.0
size_0p9,box_swivel,diff_mppi_3,mppi,256,30,0.0,0.0,0.0,-0.0030190333333333336,-0.004564411666666669,-0.0014729833333333338,0,0,1.0,1.0
size_0p9,box_swivel,soppi_fast,mppi,256,30,0.03333333333333333,0.0,0.1,-0.008732899999999998,-0.0256812975,0.0005869041666666689,1,0,1.0,1.0
size_0p9,box_swivel,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,-0.002106166666666668,-0.003804850833333338,-0.00034892666666666675,0,0,1.0,1.0
size_0p9,box_swivel,soppi_fast,mppi,512,30,0.0,0.0,0.0,0.00031383333333333355,-0.001563084999999995,0.0021126066666666663,0,0,1.0,1.0
size_1p1,box_align_contact_arc,diff_mppi_3,mppi,128,30,0.1,0.0,0.23333333333333334,-0.003240333333333336,-0.005124280833333332,-0.0014619416666666815,3,0,0.25,1.0
size_1p1,box_align_contact_arc,soppi_fast,mppi,128,30,0.1,0.0,0.23333333333333334,-0.001748600000000002,-0.003877277500000003,7.07683333333276e-05,3,0,0.25,1.0
size_1p1,box_align_contact_arc,diff_mppi_3,mppi,256,30,0.0,0.0,0.0,-0.005588533333333335,-0.007361693333333332,-0.003936325833333344,0,0,1.0,1.0
size_1p1,box_align_contact_arc,soppi_fast,mppi,256,30,-0.03333333333333333,-0.1,0.0,-0.001292333333333336,-0.002260245833333331,-0.00038794416666666743,0,1,1.0,1.0
size_1p1,box_align_contact_arc,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,-0.005680200000000006,-0.007152284166666677,-0.004187464166666679,0,0,1.0,1.0
size_1p1,box_align_contact_arc,soppi_fast,mppi,512,30,0.0,0.0,0.0,-0.0010995666666666682,-0.002332974166666671,8.208500000000077e-05,0,0,1.0,1.0
size_1p1,box_align_contact_loss,diff_mppi_3,mppi,128,30,0.23333333333333334,0.06666666666666667,0.4,-0.007961266666666668,-0.011752499999999999,-0.004547907500000001,8,1,0.0390625,1.0
size_1p1,box_align_contact_loss,soppi_fast,mppi,128,30,0.16666666666666666,-0.03333333333333333,0.36666666666666664,-0.0023842666666666697,-0.006072171666666673,0.0010537816666666628,7,2,0.1796875,1.0
size_1p1,box_align_contact_loss,diff_mppi_3,mppi,256,30,0.3,0.1,0.5,-0.006242966666666666,-0.00893154083333334,-0.0035038724999999914,11,2,0.0224609375,1.0
size_1p1,box_align_contact_loss,soppi_fast,mppi,256,30,0.3333333333333333,0.16666666666666666,0.5,-0.004509999999999996,-0.0056482075,-0.0033615016666666705,10,0,0.001953125,0.58984375
size_1p1,box_align_contact_loss,diff_mppi_3,mppi,512,30,0.43333333333333335,0.26666666666666666,0.6,-0.008686000000000004,-0.010856448333333345,-0.0064439341666666745,13,0,0.000244140625,0.078369140625
size_1p1,box_align_contact_loss,soppi_fast,mppi,512,30,0.36666666666666664,0.16666666666666666,0.5666666666666667,-0.004750600000000005,-0.006714136666666672,-0.003056536666666673,12,1,0.00341796875,1.0
size_1p1,box_align_detour,diff_mppi_3,mppi,128,30,0.0,0.0,0.0,-0.033157066666666665,-0.03973704250000001,-0.02666484416666668,0,0,1.0,1.0
size_1p1,box_align_detour,soppi_fast,mppi,128,30,0.0,0.0,0.0,-0.011476066666666666,-0.015052217499999992,-0.008353352500000012,0,0,1.0,1.0
size_1p1,box_align_detour,diff_mppi_3,mppi,256,30,0.0,0.0,0.0,-0.041065166666666666,-0.04628742083333333,-0.035814163333333336,0,0,1.0,1.0
size_1p1,box_align_detour,soppi_fast,mppi,256,30,0.0,0.0,0.0,-0.0134352,-0.017029458333333337,-0.010023757500000001,0,0,1.0,1.0
size_1p1,box_align_detour,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,-0.04068833333333334,-0.043585027500000005,-0.03794754250000002,0,0,1.0,1.0
size_1p1,box_align_detour,soppi_fast,mppi,512,30,0.0,0.0,0.0,-0.014188800000000007,-0.01609295666666667,-0.012251322500000016,0,0,1.0,1.0
size_1p1,box_align_strict,diff_mppi_3,mppi,128,30,0.36666666666666664,0.2,0.5333333333333333,-0.030017333333333333,-0.07511898416666668,-0.005714054999999996,11,0,0.0009765625,0.302734375
size_1p1,box_align_strict,soppi_fast,mppi,128,30,0.3,0.1,0.5,-0.045965200000000005,-0.11029644833333332,-0.002155772500000001,10,1,0.01171875,1.0
